mid,title,introduction,rating,releasedate,url
786,魂断蓝桥 Waterloo Bridge,第一次世界大战期间，回国度假的陆军中尉罗伊（罗伯特·泰勒）在滑铁卢桥上邂逅了舞蹈演员玛拉（费雯·丽），两人彼此倾心，爱情迅速升温。就在两人决定结婚之时，罗伊应招回营地，两人被迫分离。由于错过剧团演出，玛拉被开除，只能和好友相依为命。不久玛拉得知罗伊阵亡的消息，几欲崩溃，备受打击。失去爱情的玛拉感到一切都失去了意义，为了生存，她和好友不得不沦为妓女。然而命运弄人，就在此时玛拉竟然再次遇到了罗伊。虽然为罗伊的生还兴奋不已，玛拉却因自己的失身陷入痛苦之中。感到一切难以挽回的玛拉潸然离开，独自来到两人最初相遇的地点——滑铁卢桥上…,8.8,1940-05-17(美国),https://movie.douban.com/subject/1293964/
787,天书奇谭,天庭有珍奇书籍“天书”，被锁在石龛门里三千年。看守天书的袁公对天书的内容好奇不已，他乘无人之际，偷偷拿出观看。原来，天书上记录了一百〇八条法术，袁公偷偷下凡，把天书上的内容刻在石壁上。但本意造福人类的袁公此举却触犯了天条，遭到了玉帝的惩罚。炼丹炉里的仙丹不慎被三条狐狸偷吃了，她们变成精下凡骗人钱财，还假扮仙姑和官府勾结，欺压百姓，祸害人间。袁公便指引天赋异禀的蛋生——一个从蛋里跳出来的孩子修习天书上的法术，和狐狸精斗智斗勇，为民除害。,9.2,1983(中国大陆),https://movie.douban.com/subject/1428581/
788,驯龙高手2 How to Train Your Dragon 2,年轻英勇的维京勇士小嗝嗝 （杰伊·巴鲁切尔 Jay Baruchel 配音）驯服受伤的龙，更与它成为好友。经过五年时间，博克岛居民的生活彻底渗入龙的气息。博克岛现已是个维京人与龙和平共存的天堂。然而，成长却意味着责任。为了寻找答案，小嗝嗝与忠诚的没牙仔开始了他们的冒险旅程，但结果却超乎预料。一方面，小嗝嗝发现神秘的驯龙骑士，正是失踪多年的亲母沃尔卡（凯特·布兰切特 Cate Blanchett 配音）；另一方面，嗜权的德雷格（杰曼·翰苏 Djimon Hounsou 配音）与龙猎人埃雷特（基特·哈灵顿 Kit Harington 配音）结盟，威胁到博克岛上人与龙的和平。为了保护深受大家喜爱的龙，阿丝翠德（亚美莉卡·费雷拉 America Ferrera 配音）、高博（克雷格·费格森 Craig Ferguson 配音），维京伙伴们：鼻涕虫（乔纳·...,8.1,2014-08-14(中国大陆),https://movie.douban.com/subject/4824512/
789,误杀瞒天记 Drishyam,维杰（阿贾耶·德乌干 Ajay Devgan 饰）和妻子娜蒂尼（施芮娅·萨兰 Shreya 饰）结婚多年，将两个女儿安久（伊西塔·杜塔 Ishita Dutta 饰）和安努（莫伦诺·贾达夫 Mrunal Jadhav 饰）抚养长大，一家人过着宁静的生活，平淡之中自有真味 。某日，安久去参加野营，结识了名为萨姆（Rishabh Chaddha 饰）的男生，此时的她并不知道的是，这位看上去文质彬彬的男孩，会彻底粉碎她的生活。撕下了伪善面具的萨姆竟然想要强暴安久，在激烈的挣扎反抗之中，安久失手杀死萨姆。维杰决定挺身而出保护他无辜的家人，自小热爱看电影的他利用从电影里学到的知识对萨姆的尸体进行了处理和掩埋，但警察的来访让这个家庭再一次陷入了危机之中。,8.6,2022-04-15(中国大陆),https://movie.douban.com/subject/26419637/
790,孤儿怨 Orphan,意外流产让满心期待宝宝降生的约翰（Peter Sarsgaard 饰）和凯特（Vera Farmiga 维拉•法米加 饰）深受打击，凯特精神几近崩溃，而他们的婚姻也岌岌可危。为了挽救濒临破败婚姻，这对夫妇前往孤儿院希望收养一个孩子。在这里，他们见到了有些特立独行的小女孩伊斯特（Isabelle Fuhrman 伊莎贝尔•福尔曼 饰）。小女孩所散发出的独特气质吸引了约翰夫妇，最终伊斯特成为他们家庭中的一员。然而，随着伊斯特的到来，各种离奇事件接踵而至。凯特隐约感到，这个长着天使面容的小女孩背后有着不为人知的一面……,8.2,2009-07-24(美国/加拿大),https://movie.douban.com/subject/3011308/
791,步履不停 歩いても 歩いても,“人生路上步履不停，为何总是慢一拍”。位于偏远小镇的横山一家，生活平静祥和。父亲恭平（原田芳雄 饰）是业已退休的医生，却时时牵挂小镇诊所内的事务。长子纯平继承了父亲的事业，却在15年前为救落水儿童而溺水身亡。次子良多（阿部宽 饰）与父亲意见相左，执意前往异地当起了绘画修复师。多年的打拼换来的却是失业，困顿的良多与带着孩子的由香里（夏川结衣 饰）结婚，相互扶持，继续生活。又逢纯平的忌日，良多和姐姐千奈美（YOU 饰）带着家人分别赶回家中。平静的横山家再次热闹起来……本片荣获2009年蓝丝带最佳导演奖和最佳女配角奖（树木希林）、2008年报知电影和2009年电影旬报最佳女配角（树木希林）、2009年每日电影奖最佳男主角（阿部宽）、2008年马塔布拉塔国际电影节评审团大奖和最佳影片。,8.8,2008-06-28(日本),https://movie.douban.com/subject/2222996/
792,芬奇 Finch,在世界末日后的地球上，一个为保护造物主的爱犬而生的机器人，学习生活、爱情、友谊以及作为人类意味着什么。,8.4,2021-11-05(美国),https://movie.douban.com/subject/26897885/
793,赌神 賭神,高进（周润发 饰）前来香港与赌魔决斗，怎料刚抵港，便被南哥（杨泽霖 饰）追杀，结果堕入陷阱而失忆。幸得刀仔（刘德华 饰）和其女友珍（王祖贤 饰）相救，他们把高进带回家中疗养，发现高进精通赌术后，兴奋不已，想利用他来挣大钱，却反而因为高进发挥不稳亏了钱。高进妻子遭其堂弟 高义醉酒后污辱杀害。高义进而联手南哥，设计谋害高进，四处搜罗进的藏身地点，前往追杀。逃亡之时，高进翻车受伤，竟恢复了记忆——但是却怎样也记不起失忆期间的事情。刀仔提醒进，高义并非好人，但进却已然蒙在鼓里，不知危难当头。,8.5,1989-12-14(中国香港),https://movie.douban.com/subject/1300883/
794,房间 Room,女孩乔伊（布丽·拉尔森 Brie Larson 饰）被一个叫“老尼克”的男人拐骗，之后被他囚禁在其房子后院的棚屋里长达七年之久。在此期间她遭到强奸，并生下儿子杰克（雅各布·特伦布莱 Jacob Tremblay 饰）。靠着老尼克时不时的物资补给，母子二人艰难度日。尽管如此，母亲还是竭尽所能，为儿子杰克创造了一个安全而开心的成长空间。这个狭小逼仄的房间，成了杰克生活成长的神奇小天地。在杰克度过了他的五岁生日后，母亲决定告诉他真相，在这个小小的房间外面，有着更广阔的世界。他们开始策划逃跑计划，决心要逃出这个囚禁他们的房间……本片根据艾玛·唐纳修的同名小说改编。,8.8,2015-09-04(特柳赖德电影节),https://movie.douban.com/subject/25724855/
795,乔乔的异想世界 Jojo Rabbit,二战时期，男孩乔乔(戴维斯)和母亲(斯嘉丽)生活在纳粹德国统治下，他不知道母亲在家中藏着一个犹太女孩(麦肯齐)，而母亲秘密为抵抗军工作。乔乔渴望加入希特勒青年团，他脑内出了一个颠覆版的希特勒，这个希特勒有魅力、傻傻的、天真可爱，是他的朋友，帮助他应付生活中的困境。,8.3,2020-07-31(中国大陆),https://movie.douban.com/subject/30170546/
796,十二公民,某高校模拟法庭，正就社会上不久前发生的一起真实案件展开辩论。案件的嫌疑人是某房地产商收养的富二代，其生父是来自河南的务工人员。案发当晚，有人听到富二代和其生父发生激烈争吵，随后生父被人在家中杀害。学生们围绕嫌疑人是否有罪展开激烈辩论，而他们的父亲作为陪审团观摩整个法庭的审判过程。休庭期间，12名陪审员被带到另一个房间展开讨论，他们必须在一个小时内得出结论，而且需要全票通过嫌疑人是否有罪。这些人来自各行各业，有着不同的背景。大家普遍希望尽快敷衍了事，谁知第一轮投票过后，只有8号陪审员（何冰 饰）认为嫌疑人无罪。有的人暴跳如雷、有的人奚落戏谑、有的人摇摆不定、有的则固执己见。这是一场关于良心和道义的鏖战……本片根据经典影片《十二怒汉》改编。,8.4,2015-05-15(中国大陆),https://movie.douban.com/subject/24875534/
797,"祝你好运，里奥·格兰德 Good Luck to You, Leo Grande",一部关于爱、欲、和满足的喜剧片。艾玛·汤普森饰演的55岁寡妇Nancy Stokes迫切渴望冒险、人类联结和性，渴望她人生中第一次很棒的性爱。丈夫Robert给了她住宅、家庭和看起来像样的生活，然而他已经走了，如今Nancy觉得“连有些修女都比我性生活更 丰富”，她一向是行动派，且当过老师，相当有条理，于是她马上开始实施计划：做了一些研究之后，Nancy雇佣了一个20岁出头的性心理治疗师Leo Grande，准备重启对自己身体的认识。,8.1,2022-01-22(圣丹斯电影节),https://movie.douban.com/subject/35235813/
798,名侦探柯南：贝克街的亡灵 名探偵コナン ベイカー街の亡霊,这日柯南、小兰一行人来到米花市市政大厅，一场有关最新游戏“茧”的发布会正在这里召开。由于迥异于以往任何一款游戏的“茧”可能一举改变全球游戏业界的价值观，发布会吸引了代表日本上流社会的政治、财经、演艺界人士，50名游戏体验者也多是他们的后代，新一的父亲、推理小说大师工藤优作由于参与故事编写，也来到现场。这边热热闹闹，游戏的研发者兼负责人坚村却被杀于地下室。坚村死前留在键盘J、T、R上的血迹令柯南想到答案可能在游戏中，他利用优作的关系加入了体验者队伍，小兰、灰原哀等人也拿到了体验入场券。50名体验者刚分别进入一个外型酷似蚕茧的“大型胶囊”，游戏即被自称“诺亚方舟”的人工智能控制，“诺亚方舟”称游戏将提供5个完全真实的历史场景，体验者可选择其中之一进入，被淘汰会进入休眠状态，若最后无人走到终点，他们的大脑组织皆会被摧毁，此举是为令日本社会重生。柯南一行及...,8.8,2023-04-04(中国大陆),https://movie.douban.com/subject/2286642/
799,香水 Perfume: The Story of a Murderer,十八世纪，让-马普蒂斯特•格雷诺耶（本•韦肖 Ben Whishaw 饰）出生在巴黎最肮脏、最恶臭不堪的地方——鱼市场上。格雷诺耶天生对气味有着惊人的天赋：无论恶臭还芳香，他都一一记住，并能轻易分辨各种气味。当他在孤儿院长到13岁的时候，被院长卖给了制皮匠。格雷诺耶在制皮铺过着犬马不如的生活。机缘巧合，格雷诺耶在香水巴尔蒂尼面前展露了其过人的天赋，进入了香水铺工作。但格雷诺耶并不仅仅满足于制作出世界上最芳香的香水，他梦想学得如何保存万物气味的方法。巴尔蒂尼告诉格雷诺耶香水的起源地在格拉斯，那里的人知道保存气味的方法。格雷诺耶拿着巴尔蒂尼的推荐信来到了格拉斯。格雷诺耶爱上了青春少女的体香，为了把这种香味保存下来，格雷诺耶最终走上了杀手的道路。,8.5,2006-09-07(德国),https://movie.douban.com/subject/1760622/
800,战争之王 Lord of War,本来美国移民尤瑞（尼古拉斯•凯奇 Nicolas Cage 饰）的家族生意是开饭馆。但是一个偶然的机会令他踏入了军火生意的大门，从此开始了贩卖武器的“职业生涯”。尤瑞遇事机智，胆大心细，这不仅让他成功俘获了美女埃娃的心，还使得他在地下军火生意中愈战愈勇。但是，不顺心的事情也随之而来：出现了生意上的死对头和一名老是盯着他的国际警察；弟弟染上毒瘾，并在一单生意交易中丧了命，而且，尽管他在竭力维护自己在家庭里的正义形象，但却掩盖不了真相。尤瑞开始反省自己生意的正义性，拷问自己的良心，但一切太迟，他已经众叛亲离……,8.7,2005-09-16(美国),https://movie.douban.com/subject/1419936/
801,速度与激情5 Fast Five,蛰伏2年之后，多米尼克（范•迪塞尔 Vin Diesel饰）与布莱恩（保罗•沃克 Paul Walker 饰）再度联手把火车中的神秘豪车盗走，遭到了警察和黑帮分子的火线追杀。布莱恩和米亚（乔丹娜•布鲁斯特 Jordana Brewster 饰）到里约寻找援兵，并与多米会和。为了寻找多米等人的下落，FBI王牌探员卢克（“岩石”道恩•强森 Dwayne Johnson饰）挺身而出，组成精英部队，追查来到里约。他雇佣了丧夫的美丽女警艾莲娜（埃尔莎•帕塔奇 Elsa Pataky 饰），一同寻找多米。与此同时，里约的地头蛇也对这些不速之客开火。三股势力开始相互缠斗。期间，因米亚怀孕，布莱恩决定陪她一起逃亡，所以多米只得依靠昔日老友探寻新车的秘密。在罗曼、韩等人的帮助下，多米终于找到了这辆车的秘密——芯片，并由此揭开了其中隐藏的一个不可告人的计划……,8.5,2011-05-12(中国大陆),https://movie.douban.com/subject/4286017/
